Actual,Predicted
59.30831723286756,58.20756163779515
142.85357442943786,156.72340400923818
111.13912156265374,114.72943184876412
91.8054802085703,104.78630804787535
27.622702864153297,30.797171915241147
27.619205448749383,23.09336849629967
13.422123764388921,13.218290755578497
130.59554113736561,139.89431322314925
92.16167670276528,102.97371692513771
107.67052378042659,125.13982838858497
7.984751672891354,-0.5926355080482324
145.63692856348916,160.77575181557518
125.70418291606116,137.47393722983406
35.78917104835004,42.724788535437376
31.364620245029588,35.567065410721
31.593653928747905,30.9931726629286
49.11512522913297,52.43136807371318
81.08968258667448,85.2185215613245
67.63202770310679,79.77526616641046
47.22822532871608,52.0576061049474
93.71866973474502,112.59649013698457
25.226609794546064,27.44596670492757
47.36097403760663,48.555037606814984
58.122467277585294,56.36614204227969
71.13014771147022,69.22746410133752
118.85051440198697,122.81488612715823
33.952698412962164,38.6836015093158
79.56399356997369,90.06401804312074
90.90011248499616,92.08417022333511
11.73530984439967,17.384032399220214
93.09400352570856,99.98809861986223
29.725997934657272,33.43256278805075
14.43248098286553,23.936832222429206
142.58840290173333,161.33143977123433
145.01664479581112,158.17565603586308
122.21761547688686,129.9834158974991
49.16899653013875,43.326819176506106
19.16245653092566,17.482935587806125
104.21378884426275,113.57951653455056
68.82211159224218,70.76842511571049
22.69554405249293,24.308813622280702
76.80065196613418,84.86497657754146
9.986335561706667,9.860689208836941
136.8514583014234,147.28659122744844
42.52309733200245,47.61868042503634
101.06573123132739,113.38200760230718
50.19810603296459,49.76592124904682
80.40986307078256,95.50551127659219
84.27299050477555,92.20734889383179
31.80389605120142,35.078533771045805
145.58977102586098,163.68982024472987
117.39425938736161,130.2997659824153
141.22734652680742,160.1157643490544
134.74996581200907,149.6605832192191
91.69549692760735,97.8028597471659
138.67176407835194,154.34645811221768
17.831412797528326,13.89592304067785
33.41751505077605,37.30206508473628
11.55795689202802,12.54760262800852
52.17289796067333,56.34960347037797
61.35820700497489,66.85134014827774
44.345609607214904,39.370925340448196
125.16693882702975,134.94000817102793
56.72923237057044,62.866380113333065
45.73550390467021,51.108336255124236
83.69093205794603,86.92164955911085
25.434012621340585,34.30595308779815
121.31856220933575,129.11954418919683
15.80984333356677,22.238113669557134
148.09860580707502,165.04443819714098
116.97549154801533,125.44190415359786
33.813773822455,46.07170566774806
5.800706982922348,0.41259352243218306
123.24190712595096,140.16186870659607
107.49431485790448,123.24665793390983
110.70603936594316,118.42354225715425
116.83420026946213,135.47994679673
15.736474501443102,16.059889378592647
56.977530638919525,64.11875184921077
21.80101363114381,25.282724188114294
130.14999675196105,142.49345271980445
95.3782283899959,108.97009259479441
52.980213603634134,62.24567856675862
14.215960791473426,6.8948970044298665
50.09243664877102,61.62338152803889
52.15158169387832,49.05427992308778
110.7928958590193,127.03491646662951
97.4458333465059,112.82394236529443
133.64584767356735,141.5556002898481
73.47116414848264,78.76420912355799
22.341165661053747,19.046758884729446
108.42049414733428,118.18793841062404
115.31383204945013,125.30504383346646
86.38519364757695,98.92201567368136
116.79024109341134,135.02080893335054
76.60036147283665,91.23881667407011
80.79626026038913,86.06504615353654
66.9934476619897,72.64668305946604
8.685773377893803,1.1371597545784322
20.644256914029146,18.679332272951118
9.557231924576467,15.337213282521402
97.27950963324815,115.08537471431414
50.58161725606737,49.4680346222745
78.7427502188819,83.65470394500562
136.5971387192835,150.12482380641723
41.147373226586865,46.66291634334359
64.50552384016632,66.90805862457472
114.55491508874206,128.13071181993672
38.17573399628526,39.62411066055921
16.162086925174982,17.706034263301085
47.01396067249637,54.446777979764505
28.37708665183064,31.246906666068394
139.8061595896731,151.60484609600758
122.17745503684046,133.84715152089535
96.8435446940114,106.08608436738587
131.36178557721905,142.6479089855303
121.5324511503716,132.39171595207327
32.0526585384752,43.251160244846304
134.42105478104676,150.66775749885764
